,documentSentiment.magnitude,documentSentiment.score,PetID
7767,1.3,0.4,0e80de8ac
7768,4.7,0.1,5e8cbcc56
7769,3.8,0.4,e6e0ad572
7770,5.1,0.3,bb74a9d58
7771,0.2,-0.2,c82705cf4
7772,0.7,0.7,42d06aa80
7773,2.6,0.1,854b2bc3b
7774,0.7,0.3,4470adc62
7775,0.4,0.4,0b817da84
7776,3.8,0.1,27b7a406b
7777,2.4,0.3,8dd8e4a4f
7778,1.5,0.2,964dd458f
7779,2.5,0.6,34edfc9d5
7780,3.4,0.1,d1a577692
7781,0.9,0.9,afa46c13d
7782,1.3,0.6,a823f714b
7783,1.0,0.0,7e87938c3
7784,0.2,0.0,9bbd8c277
7785,1.8,0.5,b93abca0b
7786,2.2,0.3,ccc88931c
7787,0.6,0.1,833c51fd2
7788,1.7,0.8,0955b54fd
7789,7.0,0.2,8aa1e5830
7790,2.8,0.9,b46b4419a
7791,1.4,0.7,a39034cfc
7792,0.6,0.6,c40b30ff3
7793,2.5,0.6,679e98b95
7794,3.6,0.3,7a6ef9da1
7795,1.7,0.4,8311f29c4
7796,1.8,0.0,b96b7da59
7797,2.5,0.8,ab309dd09
7798,4.0,-0.3,040d87bbb
7799,2.0,0.0,c787ee619
7800,0.8,0.8,2d79d25fa
7801,1.3,0.1,60f513e5a
7802,4.4,0.8,c240d153f
7803,1.2,0.3,fca79ffbf
7804,2.1,0.2,2e989d559
7805,0.1,0.1,bbaa4a431
7806,0.5,0.1,c874c7c7c
7807,1.2,0.3,e6ff63097
7808,2.0,0.3,8d39e0fa1
7809,2.5,0.1,668e0428c
7810,1.3,0.2,91bcb5a0a
7811,0.4,-0.4,838934661
7812,0.7,0.3,2bcab4c4e
7813,2.8,0.9,a645311ed
7814,1.8,0.0,40fdde0aa
7815,1.8,0.3,81efac010
7816,1.3,0.2,282c90ff4
7817,3.3,0.5,4669945ed
7818,1.9,0.3,e5a2e7156
7819,1.1,0.1,a8d44452c
7820,0.0,0.0,c4be004d4
7821,6.1,0.3,783a31182
7822,1.1,0.5,89347826e
7823,0.2,0.1,cc6de6d19
7824,0.8,0.8,241dd214b
7825,7.4,0.4,8b2be8807
7826,0.9,0.9,0f1424059
7827,0.9,0.9,db3c2be5c
7828,1.2,0.4,22ae95c51
7829,2.9,0.1,9cfe96818
7830,1.0,0.1,a428c4daf
7831,0.5,0.2,7fc31b6bd
7832,0.4,0.4,c7aa43e1a
7833,0.0,0.0,3ac0662c8
7834,0.2,0.1,10486a12e
7835,1.9,0.4,f749cd744
7836,0.0,0.0,09e9110e2
7837,2.5,0.3,f981112a8
7838,2.9,0.7,0d20efa95
7839,4.3,0.2,72e995e27
7840,1.6,0.4,0ac6fe826
7841,3.1,0.2,edd79adb8
7842,3.4,0.2,04a30a9ea
7843,0.9,0.0,a08030c6f
7844,0.8,0.8,36681852f
7845,1.5,0.0,4914da5ec
7846,1.1,0.5,52ffdc6c2
7847,0.5,0.1,7697109cd
7848,1.5,0.5,ff891d6b6
7849,1.0,0.1,e66a993a5
7850,0.3,0.1,c1680e63c
7851,1.3,0.6,c37bb10fd
7852,3.0,0.7,0bf83cc3e
7853,0.1,0.1,1303e86df
7854,1.4,0.2,9351715a9
7855,3.6,0.2,b84ad40b4
7856,0.8,0.8,93eb14f37
7857,3.1,0.4,7564c7b62
7858,2.4,-0.1,ad6387a7e
7859,2.4,0.1,626b056b5
7860,1.3,0.4,528563012
7861,1.9,0.3,90489eccb
7862,1.1,0.5,e94581522
7863,2.6,0.5,d02baef01
7864,2.5,0.2,28dc83755
7865,0.9,0.9,fbc8619d9
7866,0.9,0.9,06df96299
7867,2.7,0.4,386e1a0fd
7868,1.5,0.2,d2dbe8b09
7869,0.0,0.0,5a21eec6d
7870,1.6,0.2,a3a4e1dd7
7871,0.9,0.9,dbea554c3
7872,3.4,0.4,c7969bc23
7873,1.4,0.3,4e4ceb08b
7874,2.4,0.8,584ba2890
7875,4.0,0.2,d7fd0a30a
7876,2.9,0.3,f600368fb
7877,4.7,0.2,b1f5f19fa
7878,1.8,0.0,4068b452d
7879,4.9,0.2,54fa86958
7880,0.8,0.8,bca099371
7881,0.7,0.7,a47dfb645
7882,2.5,0.2,e5d3151bc
7883,3.1,0.1,56b0b72b1
7884,1.3,0.4,ddfea1140
7885,4.3,0.4,8d76a1b7f
7886,2.5,0.4,60c1c2fbd
7887,5.3,0.4,5290a4428
7888,2.9,0.5,e4dd90768
7889,3.0,0.0,9ef3d0eec
7890,2.4,0.8,96607bca0
7891,1.6,0.1,6ee8964b0
7892,0.0,0.0,3bc3e9db2
7893,3.1,0.2,441594b56
7894,0.7,-0.2,c83fe0079
7895,3.1,0.0,488cefe35
7896,0.8,-0.2,0a6362374
7897,1.1,0.5,058d37dda
7898,3.7,0.5,ff78347b7
7899,1.7,0.2,dc8359e75
7900,2.4,0.1,ec496eb44
7901,0.8,0.8,069762ec2
7902,0.4,0.2,35d04e039
7903,3.9,0.5,c9d333b09
7904,0.6,0.2,5d3289417
7905,5.4,0.2,45e8bd99a
7906,2.7,0.2,61da44459
7907,1.7,-0.2,3021613fd
7908,1.1,0.3,fbf954ea2
7909,0.4,0.0,b607db8c0
7910,4.4,0.2,dd3c902ae
7911,1.3,0.3,e90930a27
7912,0.0,0.0,829ba7bfc
7913,0.2,0.2,df09bd082
7914,0.2,0.2,5e8872259
7915,0.1,0.1,1f96eae14
7916,7.2,0.0,621b83ac7
7917,1.9,0.0,245434d5d
7918,1.5,0.5,8d047d078
7919,0.6,0.0,dbe634a4c
7920,1.7,-0.1,89d7b4178
7921,0.2,0.2,0a53af472
7922,0.9,0.4,96a5fd573
7923,1.0,0.3,22937e80e
7924,2.4,0.4,dc1d76def
7925,1.1,0.3,9c43d4567
7926,0.0,0.0,d54d84b63
7927,5.0,0.1,8ecb9aab0
7928,1.0,0.5,515d9508a
7929,0.3,0.0,594e3dc3f
7930,0.2,0.0,0ce80622f
7931,0.0,0.0,9c68827b5
7932,0.0,0.0,9faef6bb6
7933,3.6,0.0,143760a33
7934,1.8,0.0,aad9a8bdb
7935,1.0,0.1,2f72b9f33
7936,2.7,0.5,15dbf64f0
7937,3.7,0.2,2dd31e8ff
7938,1.0,0.5,bd7f4fcee
7939,5.4,0.1,2eaab0cb1
7940,0.9,0.9,1e7e220d7
7941,1.8,0.5,5f7343089
7942,10.4,0.2,eab1d3e9f
7943,0.9,0.3,7c9e28902
7944,0.7,-0.1,72a2dc93b
7945,1.1,0.5,1c7d56a42
7946,3.2,0.3,742cced96
7947,1.2,-0.3,f60779a3b
7948,0.3,0.1,89f28de34
7949,1.4,0.2,f90722a00
7950,2.5,0.2,3308b3980
7951,3.4,0.0,6e9e0ce30
7952,1.4,0.1,4af765dc3
7953,2.1,0.0,1f9b856e0
7954,0.9,0.3,31353ed83
7955,2.5,0.8,7e3d0e3f0
7956,2.9,0.0,418a25e6b
7957,2.7,0.0,b7d4318d8
7958,3.3,0.4,f8d16f3ef
7959,0.9,0.4,cc25fb529
7960,0.0,0.0,e40a90daa
7961,3.7,0.0,ba7ade913
7962,0.8,0.8,5fcb3804f
7963,2.2,0.5,27ce98a2e
7964,3.7,0.5,32d8fa52b
7965,4.4,0.3,628e30f3b
7966,3.2,0.6,979d48d7b
7967,0.1,0.1,c5ee96818
7968,1.2,0.6,cc0f5d3ba
7969,1.2,0.6,24737dbd5
7970,3.2,0.2,890e7be2b
7971,0.9,0.9,726488db4
7972,0.1,-0.1,918fab9e8
7973,6.3,0.1,063e2d021
7974,3.9,0.7,bc03cb42b
7975,3.2,0.0,c0f651276
7976,0.5,0.5,5dbb2fd0b
7977,0.5,0.5,ecbd85af1
7978,0.9,0.3,8d301b5e6
7979,1.1,0.2,d2d37c3c3
7980,2.0,0.5,4fd97d6fe
7981,2.9,0.0,ff4d9a3c6
7982,1.5,-0.1,a77045d3b
7983,1.0,0.3,6d7d7753c
7984,1.4,0.3,851c46a9c
7985,0.0,0.0,f7fc28014
7986,0.9,0.1,f22aae8af
7987,0.4,0.4,e27fa93d3
7988,1.9,0.4,7f08520d7
7989,1.2,0.1,3a7b85800
7990,0.7,0.2,76c073021
7991,1.1,0.1,d1dd377ae
7992,2.8,0.5,bf6dedb55
7993,0.7,-0.1,53895ad35
7994,0.9,0.4,78cb569c6
7995,1.9,0.2,85114144b
7996,2.4,0.3,a116545f6
7997,2.6,0.4,f89f0e01d
7998,0.6,0.6,655cfc630
7999,0.3,0.3,09d9212f5
8000,1.6,0.1,924cc5438
8001,2.6,0.6,9ae0545c1
8002,3.3,0.2,5ffd4e822
8003,4.0,0.4,785a95244
8004,4.9,0.2,3fc2f9495
8005,0.0,0.0,3edf44325
8006,0.5,0.2,a53e7e832
8007,4.7,0.3,0291e8ca0
8008,1.3,0.2,923a7163c
8009,0.3,0.3,1fc6f94cc
8010,2.3,0.1,bcf657071
8011,2.7,0.4,b1239feb4
8012,1.8,0.1,89ba257e1
8013,3.5,0.1,fa94b21d1
8014,0.0,0.0,a4cec9f83
8015,1.4,0.1,022b37ea0
8016,0.7,0.1,16472756f
8017,0.7,0.7,370d9c1ba
8018,1.1,0.2,da9d78f91
8019,0.8,0.8,cfe8c6bef
8020,0.5,0.2,5ddd7f219
8021,1.0,0.5,282f456cb
8022,3.9,0.1,94019dc75
8023,0.5,0.5,2f3ff5116
8024,0.8,0.8,40713e16a
8025,6.1,0.3,cb295209a
8026,0.6,0.0,edf80e3cc
8027,0.6,0.2,98d3a24b8
8028,2.4,0.4,05312ba72
8029,0.8,0.4,55b9c70eb
8030,3.4,0.5,8f117f08e
8031,3.0,0.3,3cfec8730
8032,1.2,-0.2,c9cc0915c
8033,1.9,0.4,fcae5bea5
8034,2.3,0.4,d5bf5adaa
8035,2.5,0.2,37e47eeab
8036,0.8,0.8,3fd5af157
8037,0.0,0.0,6f863a03a
8038,6.3,0.1,105c00abe
8039,1.8,0.6,792b0924e
8040,2.8,0.3,7f51a7e88
8041,7.7,0.3,c335ad2df
8042,2.0,0.2,35225eb67
8043,1.2,0.0,015c75c9e
8044,1.5,0.2,3cda8c2d7
8045,0.2,-0.1,07b2a1416
8046,4.8,0.2,f8710e158
8047,0.5,0.2,902e7f8aa
8048,2.4,0.0,61be9a64f
8049,4.4,0.3,92bf36222
8050,1.2,0.0,33715275e
8051,2.7,0.2,7ca5ee472
8052,1.9,0.1,b7fcfa1e6
8053,2.5,0.0,f6c3b531d
8054,1.1,0.3,3fed382c0
8055,0.6,0.6,bb8795c8d
8056,0.8,0.1,ba4811f35
8057,8.0,0.0,302d37427
8058,1.4,0.2,93a9e05b1
8059,3.5,0.1,201d52dee
8060,3.3,0.1,493d9cc81
8061,1.8,0.5,a5f08e991
8062,1.5,0.4,6632022cd
8063,1.6,0.5,960de1fad
8064,4.7,0.0,545711134
8065,2.8,0.5,e34280d51
8066,2.1,0.2,5781e566b
8067,4.0,0.2,94918fff6
8068,0.2,0.2,da7bed1f8
8069,8.1,0.2,df17a57ae
8070,3.6,0.4,843f45598
8071,2.3,0.3,4ed2fba3e
8072,2.5,0.3,3ab64c5a4
8073,0.5,0.2,aa795e561
8074,4.7,0.1,8c1c5448c
8075,2.7,0.3,a22b593a2
8076,0.8,0.1,e0ee00f9a
8077,0.5,0.0,53c344d06
8078,7.4,0.2,01dc16c21
8079,3.7,0.6,010a59236
8080,3.8,0.6,24750a30f
8081,0.5,0.5,f922bd640
8082,11.3,0.4,886d23c56
8083,2.0,0.1,9d137bf2e
8084,0.2,0.0,afa694eb4
8085,2.7,0.3,a113449ce
8086,0.0,0.0,ca7075738
8087,5.5,0.1,a032cd2e1
8088,2.1,0.1,bf458a7d4
8089,0.0,0.0,2fb22dd88
8090,0.0,0.0,7e681c7eb
8091,0.2,-0.2,1d7e844a7
8092,1.9,0.3,c27f27a68
8093,0.0,0.0,6ad5aa95c
8094,0.9,0.9,d72bc7206
8095,1.6,0.0,d8060a227
8096,1.0,0.5,196195aee
8097,6.5,0.2,c37774c72
8098,1.5,0.5,5b31b0fa4
8099,5.2,0.4,73ab55e8c
8100,0.5,0.5,827ac9a9f
8101,0.8,-0.2,2db6c996b
8102,2.9,-0.1,945a7a8dd
8103,1.6,0.4,33dda6165
8104,0.5,0.2,5e6c38ddf
8105,1.3,0.2,01c7411ef
8106,2.4,0.4,0149d04e7
8107,0.5,0.2,0118db3a8
8108,1.7,0.1,a72492a9d
8109,2.6,0.4,82c51a95a
8110,0.6,-0.2,2039114f1
8111,2.8,-0.1,de67abe0b
8112,0.5,0.2,6aff78ff8
8113,3.2,0.1,4529e91da
8114,0.2,0.0,3069e2d3c
8115,0.9,0.9,4e7a22c99
8116,1.3,0.4,5510ac89a
8117,3.9,0.4,cf77fed94
8118,1.7,0.1,ea11b6f12
8119,0.4,0.1,fdd77ab31
8120,3.0,0.7,bbf3097d0
8121,0.8,0.8,f00413d87
8122,5.3,0.0,2f73851f5
8123,3.3,0.0,6ea2ddaf2
8124,1.7,0.2,a2b2ff582
8125,0.0,0.0,44965fd2c
8126,1.6,0.0,8dde63c12
8127,0.4,0.4,70fb603fd
8128,0.0,0.0,2ee5073bc
8129,1.3,0.2,258667857
8130,1.3,0.0,9bcd62ef1
8131,1.4,0.2,6c803e00e
8132,1.1,0.5,971c160c7
8133,1.0,0.5,8bf0f354b
8134,1.0,0.5,f6c91bc20
8135,3.2,0.3,f104f8045
8136,0.9,0.1,ff125cf8d
8137,0.0,0.0,84e146ba6
8138,2.9,0.1,a21f20530
8139,0.2,0.0,ee5ceb065
8140,1.1,0.5,0f1a3ce5a
8141,3.3,0.0,c8c313331
8142,1.4,0.2,4331ce278
8143,1.6,0.2,de2460808
8144,0.1,0.1,33c73d9ad
8145,5.0,0.4,24bbd04ce
8146,2.1,0.2,c7561189e
8147,4.6,0.5,863262193
8148,1.2,0.3,c8208c3c9
8149,1.0,0.1,8dbbd91bb
8150,0.9,0.9,adc5ada07
8151,3.6,0.2,20fee2991
8152,2.2,0.4,05dc47bda
8153,1.7,0.4,e42dea43d
8154,1.6,0.0,86c131c22
8155,2.5,0.4,5324ef3fb
8156,1.7,0.5,c8f4a2877
8157,3.0,0.1,610246129
8158,1.5,0.1,4138a8f48
8159,2.1,0.1,e09807e6e
8160,2.4,0.2,b70f7c3d6
8161,1.2,0.3,8f21fee9f
8162,1.7,0.0,ef9154afe
8163,3.1,0.7,9351d5173
8164,3.2,0.3,53549acd2
8165,1.7,0.0,c2386bba2
8166,0.8,0.8,cbd5f7a45
8167,0.4,0.2,72626612c
8168,2.4,0.2,7bf8a38ee
8169,3.3,0.4,18751b49e
8170,0.6,0.6,b612d6ba3
8171,0.2,0.2,9e046289f
8172,0.4,0.4,0e107c82f
8173,1.5,0.2,94438a5c5
8174,0.1,-0.1,a1e9aae7c
8175,4.7,0.0,73a2be705
8176,1.5,0.0,d470889c4
8177,0.5,0.2,e46fa829b
8178,2.7,0.2,9feae89ad
8179,0.0,0.0,54e0ac09d
8180,2.4,0.2,9b1241ef0
8181,0.8,0.3,1a3da2ae5
8182,0.5,0.2,84f308399
8183,1.7,0.0,03ea48efa
8184,2.2,0.3,6436c1a59
8185,1.0,-0.2,ed6684f3a
8186,0.3,0.3,b0d8b0778
8187,0.9,0.0,d5b9cbf05
8188,0.9,0.4,6846c8719
8189,1.2,0.2,f61cec80a
8190,1.0,0.3,3a93093cc
8191,4.1,0.3,b84319e15
8192,0.9,0.9,fe0e76ddf
8193,0.0,0.0,97cdcca1f
8194,2.6,0.8,e4bc68f06
8195,1.3,0.1,03d59fc21
8196,0.1,0.1,a8f735068
8197,0.1,0.1,71eac2c5e
8198,1.3,0.2,20f82514c
8199,3.5,0.7,189eaf5c4
8200,1.6,0.5,045543730
8201,2.8,0.2,93b1ca32c
8202,6.3,0.3,ec30a3b11
8203,4.6,0.3,29778124f
8204,1.3,0.3,0ace65bc4
8205,3.3,0.4,14155e8c0
8206,2.4,0.0,239b75387
8207,2.5,0.6,ec15875ea
8208,0.1,0.1,311479c63
8209,3.7,0.0,ec7eecc57
8210,1.2,0.0,fea8ba32e
8211,0.8,0.4,d9b4b1930
8212,1.0,0.5,701c7e67e
8213,1.5,0.5,a5984b6df
8214,0.8,0.0,8ab1bbd3f
8215,2.8,0.1,3cc84c2f8
8216,2.8,0.2,b879a154c
8217,2.4,0.4,7abe9a0a1
8218,1.8,0.9,2f7da7f8f
8219,0.1,0.0,8c28914a9
8220,1.8,0.9,d5f441f79
8221,4.8,0.4,a1be4d855
8222,1.3,0.3,ee590e762
8223,0.3,0.3,62eb0363d
8224,1.1,0.2,a7e623e5a
8225,1.5,0.1,85ff0f493
8226,1.6,0.3,804d08f42
8227,0.2,0.2,82563b26e
8228,0.0,0.0,167233db2
8229,0.9,0.9,e6c917eb2
8230,4.2,0.1,be16b20d6
8231,1.3,0.2,8dc7b3ffa
8232,2.4,0.1,87b753139
8233,7.0,0.3,ec6bb5fb6
8234,1.0,0.1,e4eccb132
8235,0.9,0.1,88f3a5fd6
8236,0.7,0.7,a710da2ab
8237,0.8,0.8,0bd4aed6b
8238,0.1,0.0,a7560614d
8239,2.6,0.4,76a045292
8240,0.9,0.0,fe22cc3da
8241,3.7,0.1,58a79a8a1
8242,1.4,0.7,72bfc767c
8243,2.0,0.5,5ba0605b9
8244,2.9,-0.1,9b344389b
8245,2.0,0.0,bdbe7091f
8246,5.4,0.4,f24000fbc
8247,8.4,0.1,178629125
8248,2.9,0.1,1d164a82a
8249,4.1,0.6,4c9e42452
8250,4.2,0.5,62d911513
8251,0.3,0.3,d86f635fb
8252,4.0,0.0,f05665d6d
8253,2.4,0.4,9197674f9
8254,1.6,0.3,d77a6813d
8255,3.2,0.2,933da53ee
8256,0.0,0.0,6d59be88d
8257,0.9,0.9,aa7548beb
8258,5.2,0.2,6f3e4618d
8259,2.8,0.5,9b9873716
8260,0.0,0.0,1f2d73626
8261,0.4,0.2,4b1f93aac
8262,2.6,0.3,17d90c2d9
8263,1.4,0.4,2c401c793
8264,0.3,-0.3,63051e3ca
8265,1.3,0.0,5aeba94a3
8266,0.8,0.2,05aad3b3f
8267,1.7,0.3,5017052e7
8268,2.5,0.2,ce971a506
8269,1.1,0.1,dd79180bc
8270,1.4,0.7,a952a211e
8271,0.4,0.1,ad491b969
8272,5.1,0.3,8849d3fe9
8273,4.9,0.3,062b387cf
8274,5.9,0.4,e3ae90795
8275,0.9,0.9,e3c2316ef
8276,0.4,-0.1,93d43258b
8277,1.3,0.6,9012ebabb
8278,1.6,0.5,148f526cb
8279,0.9,0.9,3fd75e77d
8280,0.0,0.0,0719de933
8281,4.0,0.0,3209cdc3c
8282,1.4,-0.1,d1a9104a1
8283,1.2,0.3,a27b7e4b1
8284,2.4,0.2,e7db9c90c
8285,0.9,0.9,3a8f24615
8286,0.8,0.8,ea099a3ec
8287,0.3,0.0,7e69c99bc
8288,1.2,0.4,b53990a1d
8289,1.1,0.3,5ca64db1a
8290,1.5,0.0,bf2b57c9d
8291,0.9,0.9,78551abb5
8292,1.0,0.4,acfbc9b71
8293,4.1,0.2,fc46e61c5
8294,2.7,0.1,be7b65c23
8295,0.7,0.1,f000f169a
8296,2.8,0.0,a6c985a00
8297,0.8,0.8,96c93dcc0
8298,2.0,0.5,f20390dba
8299,0.3,0.0,dd2452dfa
8300,0.5,0.0,43e4cb788
8301,1.3,0.0,90c5437de
8302,4.3,0.6,9a48cc316
8303,0.2,0.0,845703071
8304,0.9,0.9,58e2cf3d9
8305,1.9,0.0,0b942f000
8306,2.7,0.1,e5ffc0a9d
8307,3.7,0.2,a3f6438ea
8308,1.1,0.1,a6cf89c61
8309,0.8,0.0,942af9028
8310,1.3,0.3,e464e666d
8311,1.8,0.0,10711bb95
8312,4.2,0.3,7028ea673
8313,5.1,0.0,249540f2d
8314,5.9,0.4,886debfe8
8315,2.3,0.2,f3c42e04b
8316,0.4,0.0,4d2dec2f3
8317,0.9,0.1,838c5c399
8318,0.9,0.1,c432261a7
8319,4.0,0.4,239047f66
8320,0.6,-0.6,f11772123
8321,0.3,-0.3,92c48ece4
8322,2.8,0.1,514db7301
8323,1.7,0.0,b887b2037
8324,1.9,0.2,1c411730a
8325,0.8,0.8,a2cd0e1e4
8326,1.5,0.5,82d0651f3
8327,1.8,0.1,7b2336880
8328,3.9,0.2,df25863ad
8329,0.1,0.1,d8f3da4b6
8330,2.6,0.6,e7a24f9e9
8331,1.2,0.4,df89a82ab
8332,1.1,0.5,b03b1a110
8333,2.4,0.6,bb051be7c
8334,1.3,0.0,259dc7e9a
8335,4.1,0.4,3af78213e
8336,1.4,0.1,358517d09
8337,8.9,0.3,e24b153bb
8338,2.6,0.8,6697a7f62
8339,5.4,0.4,2bf49ebb9
8340,1.9,0.2,ff9f62e79
8341,1.4,0.2,4d3526802
8342,1.8,0.4,08ee62d43
8343,0.2,0.2,ae5f13659
8344,1.4,0.4,fb278c21e
8345,0.1,0.1,6fe7448a5
8346,3.7,0.4,4bd7346d6
8347,0.4,0.1,758a6def9
8348,3.9,0.3,8e3473e81
8349,1.3,0.3,f1775b51b
8350,0.7,-0.7,af1c2888d
8351,2.2,0.4,31eb7b312
8352,6.4,0.3,9397426ea
8353,0.8,0.8,ab2c124e7
8354,11.9,0.0,0ac2e7d16
8355,4.3,0.4,cb05f298c
8356,2.1,0.5,4bbc7992a
8357,0.9,0.9,94aec9453
8358,4.2,0.8,7aefa7eeb
8359,1.5,0.0,387147d00
8360,3.3,0.0,eff6d721e
8361,1.7,0.5,b9d28a286
8362,3.8,0.3,27bf3ae34
8363,2.1,0.4,949fbd095
8364,2.9,0.3,7f670fb1d
8365,0.0,0.0,275df2552
8366,2.1,0.1,95183dc31
8367,2.7,0.4,2ac979cf7
8368,0.2,-0.2,b2b5ee33a
8369,1.3,0.6,267162afd
8370,1.1,0.3,eb22ed27d
8371,3.5,0.4,b41d5c9c4
8372,1.4,0.7,5c810c552
8373,2.7,0.2,c59d7c9f3
8374,1.5,0.3,17ba1d7ce
8375,0.3,0.3,d24b8cde0
8376,0.9,0.9,7d3dd49c5
8377,7.1,0.5,54b6c1d72
8378,2.6,0.5,a237fba21
8379,3.3,0.5,7e8bab7a5
8380,1.0,0.5,fd2d48292
8381,2.3,0.4,4e37bb1e2
8382,4.3,0.6,563854d72
8383,6.5,0.3,9e2039291
8384,0.5,0.1,628f11673
8385,2.4,0.6,026c5716f
8386,1.5,0.7,ba7b8cac2
8387,2.1,0.5,3970cb015
8388,1.9,0.6,3cae1b9ae
8389,2.3,0.0,21a56b530
8390,4.4,0.2,6d53b2d19
8391,1.1,0.2,790e639ed
8392,2.6,0.1,98fbd3b39
8393,0.7,-0.7,4f66a72ef
8394,2.1,0.4,89e43a001
8395,1.9,-0.2,e9a47e731
8396,1.7,0.3,fe2d576c2
8397,2.4,0.4,530c897a2
8398,8.2,0.4,ea4fe7ae2
8399,3.1,0.2,7df56218d
8400,5.9,0.0,08b454900
8401,0.1,0.1,e128e9022
8402,0.1,0.1,0910c13a3
8403,2.2,0.1,2318247fb
8404,1.7,0.3,fa7b75c6c
8405,6.6,0.1,721acc718
8406,1.2,0.4,a04a67a2e
8407,4.1,0.2,9999b8c82
8408,2.6,0.4,98e1a3f01
8409,1.1,0.5,1e8d8e53e
8410,0.1,0.1,79786edcd
8411,1.5,0.3,cb15b5fb8
8412,2.3,0.2,699ee7fa6
8413,2.0,0.2,9c583aec6
8414,1.9,0.1,3f5ec6144
8415,0.3,0.1,0fb6881ae
8416,2.1,0.4,a6fbe0f38
8417,1.2,0.1,76c194060
8418,1.1,0.4,36e02d379
8419,0.2,0.2,26f026215
8420,0.7,0.3,d37659c5d
8421,1.1,0.2,042b1e55f
8422,1.4,0.7,7ebdfc3b7
8423,0.5,0.5,6adc3bf2f
8424,1.9,0.6,37ae0cd69
8425,2.9,0.1,5c60d114f
8426,0.3,0.3,d65b5a052
8427,3.4,0.0,656a0a459
8428,2.8,0.2,15592a54c
8429,0.2,0.0,d24c30b4b
8430,2.6,0.0,bd006f963
8431,0.3,0.3,c626f2f93
8432,0.8,0.4,a1ba2f016
8433,0.6,-0.1,b3543dda3
8434,2.2,0.4,b8daff578
8435,0.6,0.3,ce4484c3d
8436,0.9,0.9,65650b974
8437,1.3,0.6,0993b5aa2
8438,1.8,0.0,8e8965ae1
8439,1.8,0.0,119835ef9
8440,2.2,0.2,85188cb67
8441,0.9,0.3,af32c8be0
8442,0.3,0.3,0b01864e2
8443,5.1,0.4,6434d0273
8444,0.5,0.5,f2fba72d2
8445,0.2,0.2,8fa705c07
8446,1.7,0.1,9acf4992b
8447,6.8,0.2,ecba82fc3
8448,0.2,0.0,72b0d2b06
8449,3.1,0.2,060b52c3b
8450,0.1,0.1,f5dc70d35
8451,7.0,0.1,fc8c8d169
8452,3.8,0.3,43ec1b64b
8453,1.5,0.2,3033b66f9
8454,10.6,0.2,7390b70c5
8455,0.9,0.9,fa1d3af33
8456,5.7,0.4,9c777bb01
8457,2.5,0.6,1acab1703
8458,2.6,0.3,6c71db5b5
8459,1.9,0.1,bd5ac00df
8460,3.0,0.6,ab87287a4
8461,4.6,0.1,0a71e754f
8462,0.8,0.2,1045bb4c4
8463,1.0,0.1,87554ea1f
8464,1.3,0.6,2b4017cf2
8465,0.4,0.4,04391c798
8466,1.7,0.4,0632ba05a
8467,0.9,0.4,f3326d571
8468,1.6,0.3,3cc9490b8
8469,3.2,0.1,95696f11b
8470,0.7,0.7,1e51ad3d5
8471,7.1,0.4,41c61ed91
8472,0.7,0.7,c1f738966
8473,0.1,-0.1,127daa5e3
8474,0.0,0.0,982564925
8475,1.4,0.7,60e5899e2
8476,1.1,0.1,d2b59ecaa
8477,1.1,0.2,3d3006ccc
8478,2.2,0.7,11e6c4d80
8479,1.7,0.3,796cc971d
8480,0.5,0.1,a40a230be
8481,8.7,0.4,8a2faaf1f
8482,0.8,0.4,1042ee67b
8483,0.0,0.0,b8c54bc91
8484,1.7,0.0,27ec72a29
8485,6.2,0.4,992feb0f1
8486,1.8,0.2,562b8da1d
8487,3.1,0.5,ef5b463d4
8488,2.8,0.2,69a15acbb
8489,3.0,0.5,2b1582f99
8490,1.1,0.1,02a8e44b1
8491,2.0,0.3,2ba8bb04a
8492,5.0,0.3,7c7a54cbe
8493,1.2,0.6,85a79f281
8494,1.7,0.8,7df257784
8495,0.9,0.9,6a8d98847
8496,0.6,-0.6,140ef35de
8497,0.7,0.7,f45176c4c
8498,0.3,0.0,8f7433061
8499,1.0,0.5,356d9395d
8500,5.3,0.4,c320a6005
8501,3.1,0.3,48aa8ee7c
8502,8.5,0.3,80b25cc78
8503,0.9,-0.9,1c59513dd
8504,1.8,0.4,b13e4afff
8505,1.1,0.3,e9292cee2
8506,0.5,-0.1,7beb8f666
8507,2.0,0.6,b560efa40
8508,1.9,0.4,6f85ce1a9
8509,2.9,0.1,67221a8f8
8510,0.9,0.9,7ec261d88
8511,1.8,0.4,7d2fe6bb6
8512,2.4,0.8,714e287c7
8513,0.6,0.3,a2e82a58a
8514,1.5,0.2,da7680082
8515,1.0,0.2,a24bb77d1
8516,5.1,0.4,d02861aca
8517,1.1,0.2,aa7395687
8518,0.9,0.9,3c3b9b731
8519,2.5,0.2,8a5d7e622
8520,1.0,0.4,2179be57e
8521,3.0,0.3,57dcbe4c9
8522,0.1,0.1,6b86ed0e0
8523,3.7,0.6,552d8047c
8524,9.3,0.2,fc63194d1
8525,0.8,0.8,9466aa6bc
8526,0.3,0.3,ea087d248
8527,1.5,0.2,4450245b0
8528,2.6,0.6,5e10e3f87
8529,0.2,0.0,209e4f717
8530,2.6,0.1,f77452d59
8531,1.0,0.3,4482a8d57
8532,0.0,0.0,d05933e84
8533,2.1,0.1,5bae0f028
8534,1.0,0.0,dfe83669d
8535,0.8,0.1,22b562975
